candidate_id,module_path,artifact_selector,mapping_status,notes
RCM-00551,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06681,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01854,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02421,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07088,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01691,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01435,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08907,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06562,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-05913,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06507,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02137,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08162,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01874,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08482,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01729,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09445,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09525,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08864,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08316,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06464,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08552,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-05655,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01827,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08180,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07355,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-00811,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-04607,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10391,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08280,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08614,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06583,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10590,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-05879,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07282,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06117,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07321,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10096,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08445,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01885,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01733,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-03220,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02023,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02170,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07431,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01448,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07232,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02009,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10398,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08391,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
